ano,mês,dia,subpref_sigla,subpref,lat,long,via,referencia,sentido,fonte,precipitacao
2018,1,30,SE,SE,-23.5330596,-46.6436103,,,,Defesa Civil,19.2
2018,1,30,SE,SE,-23.533997600000006,-46.64507840000001,,,,Defesa Civil,19.2
2018,1,10,SA,SANTO AMARO,-23.6437410910378,-46.701043371258656,,,,Defesa Civil,17.4
2018,3,30,VM,VILA MARIANA,-23.62211,-46.6489513,,,,Defesa Civil,22.8
2018,1,11,PE,PENHA,-23.539356123146398,-46.48424782696051,,,,Defesa Civil,17.8
2018,3,1,PE,PENHA,-23.539278250592304,-46.48297888254354,,,,Defesa Civil,5.7
2018,3,28,SA,SANTO AMARO,-23.6428568,-46.6988899,,,,Defesa Civil,12.0
2018,1,3,EM,ERMELINO MATARAZZO,-23.507144051598125,-46.47811660007799,,,,Defesa Civil,13.5
2018,3,27,PE,PENHA,-23.537918300000005,-46.4777201,,,,Defesa Civil,29.7
2018,3,31,EM,ERMELINO MATARAZZO,-23.522516799999995,-46.4753974,,,,Defesa Civil,9.4
2018,3,27,EM,ERMELINO MATARAZZO,-23.507044,-46.477838,,,,Defesa Civil,29.4
2018,3,27,EM,ERMELINO MATARAZZO,-23.537918300000005,-46.4777201,,,,Defesa Civil,29.4
2018,3,28,IP,IPIRANGA,-23.6109537,-46.5827664,,,,Defesa Civil,63.8
2018,3,20,VM,VILA MARIANA,-23.587713699999995,-46.6646937,,,,Defesa Civil,85.2
2018,4,3,PE,PENHA,-23.539356123146398,-46.48424782696051,,,,Defesa Civil,3.5
2018,1,10,SE,SE,-23.5862304,-46.6532104,,,,Defesa Civil,6.4
2018,1,10,SE,SE,-23.569241999999992,-46.6408951,,,,Defesa Civil,6.4
2018,1,10,SE,SE,-23.55171552753717,-46.63675565051927,,,,Defesa Civil,6.4
2018,1,10,SE,SE,-23.435021599999995,-46.5721077,,,,Defesa Civil,6.4
2018,2,26,VM,VILA MARIANA,-23.5515983,-46.6370713,,,,Defesa Civil,39.4
2018,3,20,SE,SE,-23.569241999999992,-46.6408951,,,,Defesa Civil,43.8
2018,2,26,VP,VILA PRUDENTE,-23.5515983,-46.6370713,,,,Defesa Civil,52.0
2018,2,26,SE,SE,-23.55171552753717,-46.63675565051927,,,,Defesa Civil,61.6
2018,3,28,SE,SE,-23.5515983,-46.6370713,,,,Defesa Civil,48.4
2018,3,28,SE,SE,-23.5515983,-46.6370713,,,,Defesa Civil,48.4
2018,3,27,VM,VILA MARIANA,-23.5862304,-46.6532104,,,,Defesa Civil,29.2
2018,3,28,VM,VILA MARIANA,-23.5515983,-46.6370713,,,,Defesa Civil,69.8
2018,3,30,VM,VILA MARIANA,-23.5862304,-46.6532104,,,,Defesa Civil,22.8
2018,10,17,SA,SANTO AMARO,-23.651518099999997,-46.7050228,,,,Defesa Civil,66.0
2018,1,30,SE,SE,-23.556404136810823,-46.6287693333159,,,,Defesa Civil,19.2
2018,2,26,MO,MOOCA,-23.5406231,-46.6127842,,,,Defesa Civil,54.2
2018,3,14,LA,LAPA,-23.5366979,-46.7195333,,,,Defesa Civil,24.8
2018,1,28,PE,PENHA,-23.53157209999999,-46.5212474,,,,Defesa Civil,11.4
2018,3,27,VM,VILA MARIANA,-23.587033600000005,-46.6642584,,,,Defesa Civil,29.2
2018,3,26,PI,PINHEIROS,-23.625542076032435,-46.69152581504218,,,,Defesa Civil,7.4
2018,1,4,PI,PINHEIROS,-23.55786100000001,-46.668091,,,,Defesa Civil,0.0
2018,3,20,VM,VILA MARIANA,-23.591643923524348,-46.66466339078521,,,,Defesa Civil,85.2
2018,3,27,VM,VILA MARIANA,-23.6019271,-46.6508505,,,,Defesa Civil,29.2
2018,3,30,VM,VILA MARIANA,-23.6025513,-46.6510078,,,,Defesa Civil,22.8
2018,3,30,SA,SANTO AMARO,-23.626231200000003,-46.6881883,,,,Defesa Civil,12.2
2018,3,20,VM,VILA MARIANA,-23.606491599999995,-46.6513813,,,,Defesa Civil,85.2
2018,1,8,PA,PARELHEIROS,-23.701213400000007,-46.7014283,,,,Defesa Civil,20.5
2018,3,28,SA,SANTO AMARO,-23.6279999,-46.688753600000005,,,,Defesa Civil,12.0
2018,3,28,MO,MOOCA,-23.551949899999997,-46.5779375,,,,Defesa Civil,33.4
2018,3,28,MO,MOOCA,-23.546428500000005,-46.579519,,,,Defesa Civil,33.4
2018,3,30,PJ,PIRITUBA/JARAGUA,-23.50746554409255,-46.721771859564384,,,,Defesa Civil,3.6
2018,3,20,LA,LAPA,-23.540910599999997,-46.6906742,,,,Defesa Civil,70.2
2018,2,26,LA,LAPA,-23.518819662538235,-46.667196226799526,,,,Defesa Civil,44.8
2018,3,20,CV,CASA VERDE/CACHOEIRINHA,-23.5093984,-46.6656849,,,,Defesa Civil,46.9
2018,1,7,MO,MOOCA,-23.521595,-46.6384886,,,,Defesa Civil,26.4
2018,1,30,LA,LAPA,-23.5112008,-46.6836929,,,,Defesa Civil,13.0
2018,3,20,LA,LAPA,-23.5871306,-46.575728,,,,Defesa Civil,70.2
2018,1,7,LA,LAPA,-23.511035248467348,-46.68658202823913,,,,Defesa Civil,14.4
2018,3,13,IP,IPIRANGA,-23.6211114,-46.6269772,,,,Defesa Civil,5.0
2018,3,31,VM,VILA MARIANA,-23.62116159999999,-46.62811690000001,,,,Defesa Civil,3.4
2018,3,12,CS,CAPELA DO SOCORRO,-23.71992819999999,-46.6981358,,,,Defesa Civil,0.0
2018,1,23,VM,VILA MARIANA,-23.6044655,-46.625816,,,,Defesa Civil,7.4
2018,2,26,VP,VILA PRUDENTE,-23.58531999573306,-46.54773620294367,,,,Defesa Civil,52.0
2018,4,15,SB,SAPOPEMBA,-23.602319099999995,-46.5179198,,,,Defesa Civil,
2018,3,31,VM,VILA MARIANA,-23.626329899999995,-46.6295436,,,,Defesa Civil,3.4
2018,3,31,VM,VILA MARIANA,-23.612356099999992,-46.6280273,,,,Defesa Civil,3.4
2018,1,7,LA,LAPA,-23.520451000000005,-46.747955,,,,Defesa Civil,14.4
2018,1,7,LA,LAPA,-23.520451000000005,-46.747955,,,,Defesa Civil,14.4
2018,3,28,BT,BUTANTA,-23.5599608,-46.71134370000001,,,,Defesa Civil,23.1
2018,3,30,LA,LAPA,-23.522391099999997,-46.6600386,,,,Defesa Civil,8.8
2018,3,30,LA,LAPA,-23.522391099999997,-46.6600386,,,,Defesa Civil,8.8
2018,3,12,SE,SE,-23.522574299999995,-46.6595358,,,,Defesa Civil,27.2
2018,3,20,LA,LAPA,-23.522672313150625,-46.65973156249586,,,,Defesa Civil,70.2
2018,3,26,AD,CIDADE ADEMAR,-23.658787000000004,-46.698139,,,,Defesa Civil,33.5
2018,3,26,SA,SANTO AMARO,-23.6928287,-46.6771537,,,,Defesa Civil,20.4
2018,2,26,MG,VILA MARIA/VILA GUILHERME,-23.52088986787693,-46.61306112094986,,,,Defesa Civil,42.8
2018,3,28,PI,PINHEIROS,-23.578554902787573,-46.676351144184046,,,,Defesa Civil,26.4
2018,3,14,CV,CASA VERDE/CACHOEIRINHA,-23.503912231742,-46.68467650752306,,,,Defesa Civil,24.4
2018,3,15,CV,CASA VERDE/CACHOEIRINHA,-23.504372275315884,-46.68372851920188,,,,Defesa Civil,3.6
2018,1,11,CV,CASA VERDE/CACHOEIRINHA,-23.50463626744887,-46.67805994066552,,,,Defesa Civil,14.6
2018,2,26,CV,CASA VERDE/CACHOEIRINHA,-23.504263162937026,-46.683930639323776,,,,Defesa Civil,47.4
2018,1,30,PI,PINHEIROS,-23.613390899999995,-46.6983976,,,,Defesa Civil,19.7
2018,5,24,LA,LAPA,-23.532237599999995,-46.7503825,,,,Defesa Civil,0.0
2018,2,26,ST,SANTANA/TUCURUVI,-23.506123211364265,-46.62396172076135,,,,Defesa Civil,57.25
2018,1,10,ST,SANTANA/TUCURUVI,-23.502734499999992,-46.6411569,,,,Defesa Civil,10.36
2018,3,1,EM,ERMELINO MATARAZZO,-23.483769899999995,-46.4961643,,,,Defesa Civil,0.3
2018,1,11,CV,CASA VERDE/CACHOEIRINHA,-23.490416099999997,-46.6569137,,,,Defesa Civil,14.6
2018,6,1,LA,LAPA,-23.532770700000004,-46.7501125,,,,Defesa Civil,0.0
2018,3,28,PE,PENHA,-23.5015599,-46.5195239,,,,Defesa Civil,74.2
2018,3,12,SE,SE,-23.5334692,-46.6525892,,,,Defesa Civil,27.2
2018,1,29,ST,SANTANA/TUCURUVI,-23.4897659,-46.6082634,,,,Defesa Civil,24.9
2018,1,2,AD,CIDADE ADEMAR,-23.710578100000003,-46.634575100000006,,,,Defesa Civil,0.0
2018,3,20,BT,BUTANTA,-23.6045748,-46.7191869,,,,Defesa Civil,49.1
2018,3,27,VM,VILA MARIANA,-23.58528259838014,-46.67014336245043,,,,Defesa Civil,29.2
2018,11,10,G ,GUAIANASES,-23.553466999999998,-46.3938764,,,,Defesa Civil,
2018,1,11,SE,SE,-23.519770565940224,-46.630122615221694,,,,Defesa Civil,20.6
2018,3,20,SE,SE,-23.547529699999995,-46.6380205,,,,Defesa Civil,43.8
2018,1,10,SE,SE,-23.547529699999995,-46.6380205,,,,Defesa Civil,6.4
2018,1,10,SE,SE,-23.5503912,-46.6382112,,,,Defesa Civil,6.4
2018,1,30,VM,VILA MARIANA,-23.58338459999999,-46.6533013,,,,Defesa Civil,14.6
2018,3,12,LA,LAPA,-23.521662939332217,-46.66820143825361,,,,Defesa Civil,14.6
2018,3,28,SE,SE,-23.519770565940224,-46.630122615221694,,,,Defesa Civil,48.4
2018,3,20,PI,PINHEIROS,-23.5719925,-46.665576,,,,Defesa Civil,89.8
2018,1,30,SE,SE,-23.53980427528012,-46.63393091442261,,,,Defesa Civil,19.2
2018,1,9,CV,CASA VERDE/CACHOEIRINHA,-23.514329146022977,-46.66654228704368,,,,Defesa Civil,1.0
2018,12,19,PR,PERUS,-23.4038505,-46.7531618,,,,Defesa Civil,14.4
2018,11,30,IP,IPIRANGA,-23.6198574,-46.626866,,,,Defesa Civil,39.6
2018,12,1,SA,SANTO AMARO,-23.624178499999992,-46.7029886,,,,Defesa Civil,16.0
2018,11,22,CS,CAPELA DO SOCORRO,-23.666054400000004,-46.7167197,,,,Defesa Civil,0.1
2018,8,10,FO,FREGUESIA/BRASILANDIA,-23.4510076,-46.698319,,,,Defesa Civil,0.0
2018,10,17,AD,CIDADE ADEMAR,-23.68446579999999,-46.6612393,,,,Defesa Civil,45.5
2018,10,17,VP,VILA PRUDENTE,-23.5841587,-46.5757504,,,,Defesa Civil,52.5
2018,12,18,SA,SANTO AMARO,-23.623275999999997,-46.6987275,,,,Defesa Civil,1.6
2018,10,26,PE,PENHA,-23.547284200000004,-46.5009024,,,,Defesa Civil,3.0
2018,3,20,VM,VILA MARIANA,-23.5463203,-46.6500549,,,,Defesa Civil,85.2
2018,3,20,VM,VILA MARIANA,-23.5463203,-46.6500549,,,,Defesa Civil,85.2
2018,12,4,MO,MOOCA,-23.624027799999997,-46.4317313,,,,Defesa Civil,0.0
2018,3,28,EM,ERMELINO MATARAZZO,-23.479104000000003,-46.4941389,,,,Defesa Civil,64.76
2018,11,30,MG,VILA MARIA/VILA GUILHERME,-23.4824762,-46.5693608,,,,Defesa Civil,41.2
2018,12,13,CL,CAMPO LIMPO,-23.617736000000004,-46.7571156,,,,Defesa Civil,27.2
2018,11,30,MG,VILA MARIA/VILA GUILHERME,-23.4824762,-46.5693608,,,,Defesa Civil,41.2
2018,11,30,MG,VILA MARIA/VILA GUILHERME,-23.4824762,-46.5693608,,,,Defesa Civil,41.2
2018,12,1,ST,SANTANA/TUCURUVI,-23.5168369,-46.6481661,,,,Defesa Civil,37.56
2018,9,30,MB,M BOI MIRIM,-23.6618139,-46.7527543,,,,Defesa Civil,53.4
2018,12,1,LA,LAPA,-23.535877699999997,-46.7585915,,,,Defesa Civil,38.6
2018,3,30,LA,LAPA,-23.5249,-46.7023313,,,,Defesa Civil,8.8
2018,2,26,PE,PENHA,-23.523811100000003,-46.5323332,,,,Defesa Civil,52.5
2018,3,28,VM,VILA MARIANA,-23.58241355039528,-46.66500207759008,,,,Defesa Civil,69.8
2018,6,23,CL,CAMPO LIMPO,-23.618840899999995,-46.7481388,,,,Defesa Civil,0.0
2018,3,14,IT,ITAIM PAULISTA,-23.494983099999995,-46.4058141,,,,Defesa Civil,28.5
2018,4,12,SM,SAO MATEUS,-23.591452,-46.4790618,,,,Defesa Civil,0.0
2018,3,28,SE,SE,-23.555786860342845,-46.64703991442006,,,,Defesa Civil,48.4
2018,1,8,MG,VILA MARIA/VILA GUILHERME,-23.506264099999992,-46.6025912,,,,Defesa Civil,8.2
2018,3,31,MB,M BOI MIRIM,-23.685996799999995,-46.7462388,,,,Defesa Civil,28.6
2018,4,5,MP,SAO MIGUEL PAULISTA,-23.489417399999997,-46.3958852,,,,Defesa Civil,0.0
2018,2,26,SE,SE,-23.523839607601104,-46.62853574725544,,,,Defesa Civil,61.6
2018,5,11,SB,SAPOPEMBA,-23.60330099999999,-46.5164836,,,,Defesa Civil,
2018,3,26,PE,PENHA,-23.531507199999997,-46.5015043,,,,Defesa Civil,29.5
2018,5,3,SM,SAO MATEUS,-23.65251039999999,-46.6905657,,,,Defesa Civil,0.0
2018,3,13,PI,PINHEIROS,-23.56240076816441,-46.67454460278556,,,,Defesa Civil,2.5
2018,3,30,CS,CAPELA DO SOCORRO,-23.7497768,-46.6931537,,,,Defesa Civil,40.8
2018,3,31,SA,SANTO AMARO,-23.660107000000004,-46.7003231,,,,Defesa Civil,27.2
2018,3,30,SA,SANTO AMARO,-23.65226036711962,-46.70224077791535,,,,Defesa Civil,12.2
2018,3,31,SA,SANTO AMARO,-23.645028799999995,-46.6973127,,,,Defesa Civil,27.2
2018,1,30,VP,VILA PRUDENTE,-23.605784499999995,-46.5432377,,,,Defesa Civil,18.5
2018,3,19,SE,SE,-23.540676,-46.6296099,,,,Defesa Civil,8.2
2018,1,4,PJ,PIRITUBA/JARAGUA,-23.473574,-46.7192045,,,,Defesa Civil,0.0
2018,3,20,PE,PENHA,-23.507033052614386,-46.54346666975576,,,,Defesa Civil,23.6
2018,3,14,PE,PENHA,-23.50950269999999,-46.5496371,,,,Defesa Civil,35.0
2018,1,17,CL,CAMPO LIMPO,-23.646742313530297,-46.77647364818229,,,,Defesa Civil,0.0
2018,3,26,PE,PENHA,-23.5608596,-46.4202116,,,,Defesa Civil,29.5
2018,3,26,PE,PENHA,-23.531507199999997,-46.5015043,,,,Defesa Civil,29.5
2018,3,13,G ,GUAIANASES,-23.5608596,-46.4202116,,,,Defesa Civil,
2018,3,20,VM,VILA MARIANA,-23.5838976,-46.6674401,,,,Defesa Civil,85.2
2018,3,20,PI,PINHEIROS,-23.571445699999995,-46.6661919,,,,Defesa Civil,89.8
2018,3,30,SE,SE,-23.533153,-46.6528918,,,,Defesa Civil,19.0
2018,3,30,SE,SE,-23.53059007163133,-46.6556499196911,,,,Defesa Civil,19.0
2018,4,6,PI,PINHEIROS,-23.573593100000007,-46.6696672,,,,Defesa Civil,0.0
2018,3,20,BT,BUTANTA,-23.5934963,-46.7465166,,,,Defesa Civil,49.1
2018,3,27,MO,MOOCA,-23.532167099999995,-46.6142954,,,,Defesa Civil,16.2
2018,2,26,MG,VILA MARIA/VILA GUILHERME,-23.5080754,-46.6125401,,,,Defesa Civil,42.8
2018,2,26,MG,VILA MARIA/VILA GUILHERME,-23.50928299999999,-46.6100152,,,,Defesa Civil,42.8
2018,1,11,MG,VILA MARIA/VILA GUILHERME,-23.510602270071,-46.60926479042764,,,,Defesa Civil,15.0
2018,2,3,IT,ITAIM PAULISTA,-23.49620986367889,-46.4264416229526,,,,Defesa Civil,0.0
2018,3,15,LA,LAPA,-23.524894399999997,-46.6898437,,,,Defesa Civil,4.6
2018,3,27,MG,VILA MARIA/VILA GUILHERME,-23.50872040914151,-46.61128322220508,,,,Defesa Civil,23.4
2018,12,19,PR,PERUS,-23.4053932,-46.7652503,,,,Defesa Civil,14.4
2018,9,5,LA,LAPA,-23.525371100000005,-46.7098374,,,,Defesa Civil,0.0
2018,10,22,JT,JACANA/TREMEMBE,-23.460727299999995,-46.6032961,,,,Defesa Civil,0.0
2018,11,30,MP,SAO MIGUEL PAULISTA,-23.4915133,-46.3956561,,,,Defesa Civil,72.4
2018,9,5,LA,LAPA,-23.5252009,-46.7103074,,,,Defesa Civil,0.0
2018,8,7,PA,PARELHEIROS,-23.876946399999994,-46.7604167,,,,Defesa Civil,0.0
2018,12,1,PJ,PIRITUBA/JARAGUA,-23.4888127,-46.7546091,,,,Defesa Civil,35.8
2018,12,1,LA,LAPA,-23.5171938,-46.6882365,,,,Defesa Civil,38.6
2018,12,23,LA,LAPA,-23.5145156,-46.7162562,,,,Defesa Civil,38.8
2018,1,4,IQ,ITAQUERA,-23.521036248751727,-46.46830863039678,,,,Defesa Civil,0.0
2018,3,19,SE,SE,-23.55447402610178,-46.62726721306939,,,,Defesa Civil,8.2
2018,1,4,IQ,ITAQUERA,-23.521036248751727,-46.46830863039678,,,,Defesa Civil,0.0
2018,3,12,PI,PINHEIROS,-23.578671625051975,-46.66567889250504,,,,Defesa Civil,26.5
2018,3,30,SA,SANTO AMARO,-23.632196008480864,-46.666515934072535,,,,Defesa Civil,12.2
2018,3,20,BT,BUTANTA,-23.5851224,-46.7278014,,,,Defesa Civil,49.1
2018,10,17,IP,IPIRANGA,-23.612482000000004,-46.597187,,,,Defesa Civil,38.6
2018,12,1,MP,SAO MIGUEL PAULISTA,-23.487753100000003,-46.396069,,,,Defesa Civil,44.4
2018,3,20,LA,LAPA,-23.51371749999999,-46.6863269,,,,Defesa Civil,70.2
2018,3,22,CV,CASA VERDE/CACHOEIRINHA,-23.45337516692897,-46.66257535619713,,,,Defesa Civil,0.4
2018,3,20,LA,LAPA,-23.511941000000004,-46.716591,,,,Defesa Civil,70.2
2018,2,26,MO,MOOCA,-23.5740193,-46.5678954,,,,Defesa Civil,54.2
2018,3,28,MP,SAO MIGUEL PAULISTA,-23.488299300000005,-46.4484989,,,,Defesa Civil,56.4
2018,5,19,MP,SAO MIGUEL PAULISTA,-23.4899622,-46.443819100000006,,,,Defesa Civil,13.8
2018,4,1,MP,SAO MIGUEL PAULISTA,-23.4883028,-46.4481436,,,,Defesa Civil,1.6
2018,4,3,MP,SAO MIGUEL PAULISTA,-23.4883005,-46.447878,,,,Defesa Civil,13.4
2018,3,1,EM,ERMELINO MATARAZZO,-23.494519709246838,-46.47101014912857,,,,Defesa Civil,0.3
2018,2,26,SE,SE,-23.52155284545249,-46.6424675577221,,,,Defesa Civil,61.6
2018,4,16,SE,SE,-23.5350765,-46.6403308,,,,Defesa Civil,3.4
2018,3,31,IP,IPIRANGA,-23.622322499999992,-46.6270202,,,,Defesa Civil,10.0
2018,3,12,PA,PARELHEIROS,-23.7494134,-46.7512967,,,,Defesa Civil,0.4
2018,1,8,MO,MOOCA,-23.537834899999996,-46.6163037,,,,Defesa Civil,8.8
2018,1,17,AD,CIDADE ADEMAR,-23.6588457390352,-46.67332348568018,,,,Defesa Civil,0.0
2018,3,14,IT,ITAIM PAULISTA,-23.509650356523625,-46.39638011960447,,,,Defesa Civil,28.5
2018,1,29,SE,SE,-23.5392631,-46.6277359,,,,Defesa Civil,20.6
2018,3,28,CL,CAMPO LIMPO,-23.641630500000005,-46.7536896,,,,Defesa Civil,38.0
2018,3,13,IP,IPIRANGA,-23.5680585,-46.6068297,,,,Defesa Civil,5.0
2018,3,20,CV,CASA VERDE/CACHOEIRINHA,-23.495617400000004,-46.6718099,,,,Defesa Civil,46.9
2018,9,30,MB,M BOI MIRIM,-23.684422199999997,-46.7544114,,,,Defesa Civil,53.4
2018,11,30,PI,PINHEIROS,-23.5506808,-46.6913364,,,,Defesa Civil,61.4
2018,9,4,IQ,ITAQUERA,-23.566709300000003,-46.4688075,,,,Defesa Civil,14.0
2018,10,26,PJ,PIRITUBA/JARAGUA,-23.4725466,-46.7235065,,,,Defesa Civil,0.2
2018,12,18,PR,PERUS,-23.40714360000001,-46.750907,,,,Defesa Civil,94.0
2018,12,19,PR,PERUS,-23.40714360000001,-46.750907,,,,Defesa Civil,14.4
2018,10,18,JT,JACANA/TREMEMBE,-23.4558197,-46.5901973,,,,Defesa Civil,10.5
2018,10,29,PE,PENHA,-23.5178056,-46.53815480000001,,,,Defesa Civil,0.0
2018,12,23,JT,JACANA/TREMEMBE,-23.4558197,-46.5901973,,,,Defesa Civil,10.8
2018,12,1,MP,SAO MIGUEL PAULISTA,-23.4813218,-46.3909981,,,,Defesa Civil,44.4
2018,7,13,G ,GUAIANASES,-23.5419194,-46.4115347,,,,Defesa Civil,
2018,11,30,MP,SAO MIGUEL PAULISTA,-23.516408399999992,-46.4423529,,,,Defesa Civil,72.4
2018,12,19,PR,PERUS,-23.5976549,-46.6620809,,,,Defesa Civil,14.4
2018,9,30,BT,BUTANTA,-23.5818851,-46.736896,,,,Defesa Civil,26.5
2018,9,30,BT,BUTANTA,-23.5817872,-46.7367577,,,,Defesa Civil,26.5
2018,9,30,BT,BUTANTA,-23.581912899999995,-46.7367902,,,,Defesa Civil,26.5
2018,9,30,BT,BUTANTA,-23.5819196,-46.737252700000006,,,,Defesa Civil,26.5
2018,11,30,PI,PINHEIROS,-23.5637883,-46.68344,,,,Defesa Civil,61.4
2018,8,1,FO,FREGUESIA/BRASILANDIA,-23.4588369,-46.6764011,,,,Defesa Civil,3.8
2018,11,10,G ,GUAIANASES,-23.5494056,-46.4200955,,,,Defesa Civil,
2018,11,10,G ,GUAIANASES,-23.549432100000004,-46.4201774,,,,Defesa Civil,
2018,12,19,PR,PERUS,-23.4092944,-46.7352198,,,,Defesa Civil,14.4
2018,11,30,SE,SE,-23.5606096,-46.6440133,,,,Defesa Civil,30.0
2018,11,19,PJ,PIRITUBA/JARAGUA,-23.473574,-46.7192045,,,,Defesa Civil,17.2
2018,11,23,SM,SAO MATEUS,-23.6356485,-46.4440147,,,,Defesa Civil,0.0
2018,12,1,FO,FREGUESIA/BRASILANDIA,-23.4500372,-46.6980989,,,,Defesa Civil,49.1
2018,10,17,SA,SANTO AMARO,-23.6372836,-46.7139087,,,,Defesa Civil,66.0
2018,1,11,MO,MOOCA,-23.53284250000001,-46.6135223,,,,Defesa Civil,32.2
2018,3,12,SE,SE,-23.531952407104612,-46.66099931667512,,,,Defesa Civil,27.2
2018,3,28,MP,SAO MIGUEL PAULISTA,-23.488371900000004,-46.4463638,,,,Defesa Civil,56.4
2018,3,28,MP,SAO MIGUEL PAULISTA,-23.48863841609864,-46.4462432373448,,,,Defesa Civil,56.4
2018,3,12,SE,SE,-23.5319558789872,-46.66108775686391,,,,Defesa Civil,27.2
2018,7,31,SE,SE,-23.5530677,-46.6478368,,,,Defesa Civil,11.6
2018,12,1,SE,SE,-23.519405400000004,-46.6506841,,,,Defesa Civil,34.1
2018,11,30,IT,ITAIM PAULISTA,-23.5250737,-46.4072198,,,,Defesa Civil,51.0
2018,9,30,MB,M BOI MIRIM,-23.6554701,-46.7553957,,,,Defesa Civil,53.4
2018,12,1,PJ,PIRITUBA/JARAGUA,-23.4889277,-46.7549734,,,,Defesa Civil,35.8
2018,12,19,PJ,PIRITUBA/JARAGUA,-23.4889277,-46.7549734,,,,Defesa Civil,2.8
2018,3,19,SE,SE,-23.543680523178026,-46.63552515511798,,,,Defesa Civil,8.2
2018,11,30,PE,PENHA,-23.5252788,-46.5031422,,,,Defesa Civil,42.5
2018,11,29,SM,SAO MATEUS,-23.6308283,-46.4486224,,,,Defesa Civil,30.4
2018,12,19,PR,PERUS,-23.4056189,-46.7512292,,,,Defesa Civil,14.4
2018,3,31,PE,PENHA,-23.541023400000004,-46.5343008,,,,Defesa Civil,11.8
2018,12,19,PR,PERUS,-23.4264296,-46.7974427,,,,Defesa Civil,14.4
2018,11,30,IT,ITAIM PAULISTA,-23.5024398,-46.37770390000001,,,,Defesa Civil,51.0
2018,11,23,SM,SAO MATEUS,-23.6293452,-46.446516,,,,Defesa Civil,0.0
2018,11,22,MB,M BOI MIRIM,-23.6892135,-46.7798004,,,,Defesa Civil,9.6
2018,11,23,SM,SAO MATEUS,-23.6293452,-46.446516,,,,Defesa Civil,0.0
2018,12,10,SE,SE,-23.5329378,-46.6566459,,,,Defesa Civil,0.0
2018,10,13,CS,CAPELA DO SOCORRO,-23.73812549999999,-46.7119064,,,,Defesa Civil,21.6
2018,10,18,CS,CAPELA DO SOCORRO,-23.73812549999999,-46.7119064,,,,Defesa Civil,10.7666666666667
2018,11,30,MP,SAO MIGUEL PAULISTA,-23.4889571,-46.3963597,,,,Defesa Civil,72.4
2018,11,23,VP,VILA PRUDENTE,-23.61329949999999,-46.5286264,,,,Defesa Civil,26.5
2018,12,1,MP,SAO MIGUEL PAULISTA,-23.489790400000008,-46.4507004,,,,Defesa Civil,44.4
2018,11,30,SE,SE,-23.56364629999999,-46.6231642,,,,Defesa Civil,30.0
2018,9,14,VM,VILA MARIANA,-23.6027857,-46.63147,,,,Defesa Civil,31.2
2018,11,30,MG,VILA MARIA/VILA GUILHERME,-23.492495799999997,-46.5892895,,,,Defesa Civil,41.2
2018,1,29,ST,SANTANA/TUCURUVI,-23.50571595381096,-46.6199455147072,,,,Defesa Civil,24.9
2018,1,30,ST,SANTANA/TUCURUVI,-23.5045191,-46.6214529,,,,Defesa Civil,12.7
2018,3,13,PI,PINHEIROS,-23.5713328,-46.698651,,,,Defesa Civil,2.5
2018,3,12,LA,LAPA,-23.527093371452377,-46.67271816322267,,,,Defesa Civil,14.6
2018,3,30,MB,M BOI MIRIM,-23.644616132403293,-46.727422658706615,,,,Defesa Civil,37.7
2018,2,26,CL,CAMPO LIMPO,-23.621434022032066,-46.72612238171969,,,,Defesa Civil,34.2
2018,3,20,FO,FREGUESIA/BRASILANDIA,-23.489084999999992,-46.710491,,,,Defesa Civil,51.8
2018,3,12,FO,FREGUESIA/BRASILANDIA,-23.4591914,-46.67459,,,,Defesa Civil,8.2
2018,2,26,CV,CASA VERDE/CACHOEIRINHA,-23.481395600000003,-46.6742472,,,,Defesa Civil,47.4
2018,3,30,AD,CIDADE ADEMAR,-23.654442636222733,-46.67989578126419,,,,Defesa Civil,62.8
2018,1,30,CV,CASA VERDE/CACHOEIRINHA,-23.48130911878596,-46.67426128558323,,,,Defesa Civil,17.0
2018,3,20,BT,BUTANTA,-23.603480200000007,-46.7186482,,,,Defesa Civil,49.1
2018,4,1,BT,BUTANTA,-23.57303060131293,-46.703982200121,,,,Defesa Civil,2.8
2018,3,31,SA,SANTO AMARO,-23.661476599999997,-46.6794318,,,,Defesa Civil,27.2
2018,3,30,PI,PINHEIROS,-23.608746,-46.6972759,,,,Defesa Civil,23.8
2018,4,15,PI,PINHEIROS,-23.608746,-46.6972759,,,,Defesa Civil,8.8
2018,3,28,PI,PINHEIROS,-23.605986379404538,-46.69620348511763,,,,Defesa Civil,26.4
2018,3,30,SA,SANTO AMARO,-23.6611757,-46.7116547,,,,Defesa Civil,12.2
2018,3,30,SA,SANTO AMARO,-23.6165087,-46.6642559,,,,Defesa Civil,12.2
2018,1,30,SA,SANTO AMARO,-23.6234365,-46.6996472,,,,Defesa Civil,15.0
2018,3,30,SE,SE,-23.54999566883705,-46.62743615535616,,,,Defesa Civil,19.0
2018,3,30,SA,SANTO AMARO,-23.6126403,-46.6718408,,,,Defesa Civil,12.2
2018,3,28,CL,CAMPO LIMPO,-23.660532000000003,-46.767719,,,,Defesa Civil,38.0
2018,3,20,BT,BUTANTA,-23.57983719999999,-46.7204935,,,,Defesa Civil,49.1
2018,3,20,PJ,PIRITUBA/JARAGUA,-23.49790597268308,-46.74687840985449,,,,Defesa Civil,52.2
